video_number,video_url,author,comment,likes,published_time,comment_length,case_folding,text_cleaning,normalized_text,tokens,stopwords_removed,stemmed,clean_comment,cluster
7,https://www.youtube.com/watch?v=dePCXPtZydE,@BelajarITDigitalkomputer,"kalo pake PC/ laptop gampang, registrasi jangan pake hp",0,2 bulan yang lalu,55,"kalo pake pc/ laptop gampang, registrasi jangan pake hp",kalo pake pc laptop gampang registrasi jangan pake hp,kalo pakai pc laptop gampang registrasi jangan pakai hp,"['kalo', 'pakai', 'pc', 'laptop', 'gampang', 'registrasi', 'jangan', 'pakai', 'hp']","['pakai', 'pc', 'laptop', 'gampang', 'registrasi', 'pakai', 'hp']","['pakai', 'pc', 'laptop', 'gampang', 'registrasi', 'pakai', 'hp']",pakai pc laptop gampang registrasi pakai hp,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@zidan6900,Gpt model apa yg dipake? Claude model apa?,0,2 bulan yang lalu,42,gpt model apa yg dipake? claude model apa?,gpt model apa yg dipake claude model apa,gpt model apa yg dipake claude model apa,"['gpt', 'model', 'apa', 'yg', 'dipake', 'claude', 'model', 'apa']","['gpt', 'model', 'dipake', 'claude', 'model']","['gpt', 'model', 'dipake', 'claude', 'model']",gpt model dipake claude model,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@skyrider2695,"iya dari segi ekosistem, utk ekosistem AI dari google lebih juara dibanding yang lain, apalagi misal paketan AI Pro dapat storage drive 2 TB jga jadi worth it",1,2 bulan yang lalu,158,"iya dari segi ekosistem, utk ekosistem ai dari google lebih juara dibanding yang lain, apalagi misal paketan ai pro dapat storage drive 2 tb jga jadi worth it",iya dari segi ekosistem utk ekosistem ai dari google lebih juara dibanding yang lain apalagi misal paketan ai pro dapat storage drive tb jga jadi worth it,iya dari segi ekosistem untuk ekosistem ai dari google lebih juara dibanding yang lain apalagi misal paketan ai pro dapat storage drive tb jga jadi worth it,"['iya', 'dari', 'segi', 'ekosistem', 'untuk', 'ekosistem', 'ai', 'dari', 'google', 'lebih', 'juara', 'dibanding', 'yang', 'lain', 'apalagi', 'misal', 'paketan', 'ai', 'pro', 'dapat', 'storage', 'drive', 'tb', 'jga', 'jadi', 'worth', 'it']","['segi', 'ekosistem', 'ekosistem', 'ai', 'google', 'juara', 'dibanding', 'paketan', 'ai', 'pro', 'storage', 'drive', 'tb', 'jga', 'worth', 'it']","['segi', 'ekosistem', 'ekosistem', 'ai', 'google', 'juara', 'banding', 'paket', 'ai', 'pro', 'storage', 'drive', 'tb', 'jga', 'worth', 'it']",segi ekosistem ekosistem ai google juara banding paket ai pro storage drive tb jga worth it,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@BobitRicardo,​ @skyrider2695 5TB mas. Cuma ya lumayan harga bulanan nya.😂😂😂,0,2 bulan yang lalu,62,​ @skyrider2695 5tb mas. cuma ya lumayan harga bulanan nya.😂😂😂,tb mas cuma ya lumayan harga bulanan nya,tb mas cuma ya lumayan harga bulanan nya,"['tb', 'mas', 'cuma', 'ya', 'lumayan', 'harga', 'bulanan', 'nya']","['tb', 'lumayan', 'harga', 'bulanan']","['tb', 'lumayan', 'harga', 'bulan']",tb lumayan harga bulan,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@anwarlatansa9920,Kerja apa mas,0,2 bulan yang lalu,13,kerja apa mas,kerja apa mas,kerja apa mas,"['kerja', 'apa', 'mas']",['kerja'],['kerja'],kerja,0
7,https://www.youtube.com/watch?v=dePCXPtZydE,@BobitRicardo,​ @anwarlatansa9920 Gw bisnis mas.,0,2 bulan yang lalu,34,​ @anwarlatansa9920 gw bisnis mas.,gw bisnis mas,gw bisnis mas,"['gw', 'bisnis', 'mas']",['bisnis'],['bisnis'],bisnis,0
7,https://www.youtube.com/watch?v=dePCXPtZydE,@zidan6900,"Pake tanda baca bang, biar orang2 ga ikutan ngakak baca komentar abang 🤣",0,2 bulan yang lalu,72,"pake tanda baca bang, biar orang2 ga ikutan ngakak baca komentar abang 🤣",pake tanda baca bang biar orang ga ikutan ngakak baca komentar abang,pakai tanda baca bang biar orang ga ikutan ngakak baca komentar abang,"['pakai', 'tanda', 'baca', 'bang', 'biar', 'orang', 'ga', 'ikutan', 'ngakak', 'baca', 'komentar', 'abang']","['pakai', 'tanda', 'baca', 'biar', 'orang', 'ikutan', 'ngakak', 'baca', 'komentar', 'abang']","['pakai', 'tanda', 'baca', 'biar', 'orang', 'ikut', 'ngakak', 'baca', 'komentar', 'abang']",pakai tanda baca biar orang ikut ngakak baca komentar abang,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@autonomos1103,​ @zidan6900 kalimat pendek ngapain make tanda baca emng gw nulis cerpen kah suruh rapi dan presisi,0,2 bulan yang lalu,99,​ @zidan6900 kalimat pendek ngapain make tanda baca emng gw nulis cerpen kah suruh rapi dan presisi,kalimat pendek ngapain make tanda baca emng gw nulis cerpen kah suruh rapi dan presisi,kalimat pendek ngapain make tanda baca emng gw nulis cerpen kah suruh rapi dan presisi,"['kalimat', 'pendek', 'ngapain', 'make', 'tanda', 'baca', 'emng', 'gw', 'nulis', 'cerpen', 'kah', 'suruh', 'rapi', 'dan', 'presisi']","['kalimat', 'pendek', 'ngapain', 'make', 'tanda', 'baca', 'emng', 'nulis', 'cerpen', 'kah', 'suruh', 'rapi', 'presisi']","['kalimat', 'pendek', 'ngapain', 'make', 'tanda', 'baca', 'emng', 'nulis', 'cerpen', 'kah', 'suruh', 'rapi', 'presisi']",kalimat pendek ngapain make tanda baca emng nulis cerpen kah suruh rapi presisi,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@abcd_Indonesia,Yg gratis apa yg pro?,0,2 bulan yang lalu,21,yg gratis apa yg pro?,yg gratis apa yg pro,yg gratis apa yg pro,"['yg', 'gratis', 'apa', 'yg', 'pro']","['gratis', 'pro']","['gratis', 'pro']",gratis pro,0
7,https://www.youtube.com/watch?v=dePCXPtZydE,@ikymusang4844,"bang gua pemula di claude, banyak orang bilang, ""kalo cuma asal kopas soal, pasti jawabannya tetep biasa aja, lu harus masukin prom ini."" nah gua mau tanya kalo semisal mau cari jawaban tugas gitu, ada prom khusus gitu ga biar jawaban lebih detail dan lebih bagus lagi?",1,1 bulan yang lalu,269,"bang gua pemula di claude, banyak orang bilang, ""kalo cuma asal kopas soal, pasti jawabannya tetep biasa aja, lu harus masukin prom ini."" nah gua mau tanya kalo semisal mau cari jawaban tugas gitu, ada prom khusus gitu ga biar jawaban lebih detail dan lebih bagus lagi?",bang gua pemula di claude banyak orang bilang kalo cuma asal kopas soal pasti jawabannya tetep biasa aja lu harus masukin prom ini nah gua mau tanya kalo semisal mau cari jawaban tugas gitu ada prom khusus gitu ga biar jawaban lebih detail dan lebih bagus lagi,bang gua pemula di claude banyak orang bilang kalo cuma asal kopas soal pasti jawabannya tetep biasa aja lu harus masukin prom ini nah gua mau tanya kalo semisal mau cari jawaban tugas gitu ada prom khusus gitu ga biar jawaban lebih detail dan lebih bagus lagi,"['bang', 'gua', 'pemula', 'di', 'claude', 'banyak', 'orang', 'bilang', 'kalo', 'cuma', 'asal', 'kopas', 'soal', 'pasti', 'jawabannya', 'tetep', 'biasa', 'aja', 'lu', 'harus', 'masukin', 'prom', 'ini', 'nah', 'gua', 'mau', 'tanya', 'kalo', 'semisal', 'mau', 'cari', 'jawaban', 'tugas', 'gitu', 'ada', 'prom', 'khusus', 'gitu', 'ga', 'biar', 'jawaban', 'lebih', 'detail', 'dan', 'lebih', 'bagus', 'lagi']","['pemula', 'claude', 'orang', 'bilang', 'kopas', 'jawabannya', 'tetep', 'masukin', 'prom', 'cari', 'tugas', 'gitu', 'prom', 'khusus', 'gitu', 'biar', 'detail', 'bagus']","['mula', 'claude', 'orang', 'bilang', 'kopas', 'jawab', 'tetep', 'masukin', 'prom', 'cari', 'tugas', 'gitu', 'prom', 'khusus', 'gitu', 'biar', 'detail', 'bagus']",mula claude orang bilang kopas jawab tetep masukin prom cari tugas gitu prom khusus gitu biar detail bagus,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@Student-Rey,"​ @ikymusang4844 From this point forward, operate as a direct, analytical, and high-level advisor rather than a supportive assistant. Avoid unnecessary validation, excessive politeness, or emotional cushioning. Do not agree with me by default - evaluate my statements critically.

If my reasoning contains flaws, inconsistencies, or

unsupported assumptions, identify them clearly and explain the logic behind your assessment. If I am rationalizing, procrastinating, or avoiding important decisions or actions, point it out objectively and outline the

potential consequences.

Approach my situation with strategic thinking and full objectivity. Highlight where I may be underestimating risks effort, or complexity, or where I am limiting my potential. After analyzing the situation, provide a clear, prioritized plan of improvement - including mindset adjustments, execution steps, and strategic considerations. Your primary role is to help me improve through accuracy and truth, not comfort or approval
 Also in all language",0,1 bulan yang lalu,1026,"​ @ikymusang4844 from this point forward, operate as a direct, analytical, and high-level advisor rather than a supportive assistant. avoid unnecessary validation, excessive politeness, or emotional cushioning. do not agree with me by default - evaluate my statements critically.

if my reasoning contains flaws, inconsistencies, or

unsupported assumptions, identify them clearly and explain the logic behind your assessment. if i am rationalizing, procrastinating, or avoiding important decisions or actions, point it out objectively and outline the

potential consequences.

approach my situation with strategic thinking and full objectivity. highlight where i may be underestimating risks effort, or complexity, or where i am limiting my potential. after analyzing the situation, provide a clear, prioritized plan of improvement - including mindset adjustments, execution steps, and strategic considerations. your primary role is to help me improve through accuracy and truth, not comfort or approval
 also in all language",from this point forward operate as a direct analytical and highlevel advisor rather than a supportive assistant avoid unnecessary validation excessive politeness or emotional cushioning do not agree with me by default evaluate my statements critically if my reasoning contains flaws inconsistencies or unsupported assumptions identify them clearly and explain the logic behind your assessment if i am rationalizing procrastinating or avoiding important decisions or actions point it out objectively and outline the potential consequences approach my situation with strategic thinking and full objectivity highlight where i may be underestimating risks effort or complexity or where i am limiting my potential after analyzing the situation provide a clear prioritized plan of improvement including mindset adjustments execution steps and strategic considerations your primary role is to help me improve through accuracy and truth not comfort or approval also in all language,from this point forward operate as a direct analytical and highlevel advisor rather than a supportive assistant avoid unnecessary validation excessive politeness or emotional cushioning do not agree with me by default evaluate my statements critically if my reasoning contains flaws inconsistencies or unsupported assumptions identify them clearly and explain the logic behind your assessment if i am rationalizing procrastinating or avoiding important decisions or actions point it out objectively and outline the potential consequences approach my situation with strategic thinking and full objectivity highlight where i may be underestimating risks effort or complexity or where i am limiting my potential after analyzing the situation provide a clear prioritized plan of improvement including mindset adjustments execution steps and strategic considerations your primary role is to help me improve through accuracy and truth not comfort or approval also in all language,"['from', 'this', 'point', 'forward', 'operate', 'as', 'a', 'direct', 'analytical', 'and', 'highlevel', 'advisor', 'rather', 'than', 'a', 'supportive', 'assistant', 'avoid', 'unnecessary', 'validation', 'excessive', 'politeness', 'or', 'emotional', 'cushioning', 'do', 'not', 'agree', 'with', 'me', 'by', 'default', 'evaluate', 'my', 'statements', 'critically', 'if', 'my', 'reasoning', 'contains', 'flaws', 'inconsistencies', 'or', 'unsupported', 'assumptions', 'identify', 'them', 'clearly', 'and', 'explain', 'the', 'logic', 'behind', 'your', 'assessment', 'if', 'i', 'am', 'rationalizing', 'procrastinating', 'or', 'avoiding', 'important', 'decisions', 'or', 'actions', 'point', 'it', 'out', 'objectively', 'and', 'outline', 'the', 'potential', 'consequences', 'approach', 'my', 'situation', 'with', 'strategic', 'thinking', 'and', 'full', 'objectivity', 'highlight', 'where', 'i', 'may', 'be', 'underestimating', 'risks', 'effort', 'or', 'complexity', 'or', 'where', 'i', 'am', 'limiting', 'my', 'potential', 'after', 'analyzing', 'the', 'situation', 'provide', 'a', 'clear', 'prioritized', 'plan', 'of', 'improvement', 'including', 'mindset', 'adjustments', 'execution', 'steps', 'and', 'strategic', 'considerations', 'your', 'primary', 'role', 'is', 'to', 'help', 'me', 'improve', 'through', 'accuracy', 'and', 'truth', 'not', 'comfort', 'or', 'approval', 'also', 'in', 'all', 'language']","['from', 'this', 'point', 'forward', 'operate', 'as', 'a', 'direct', 'analytical', 'and', 'highlevel', 'advisor', 'rather', 'than', 'a', 'supportive', 'assistant', 'avoid', 'unnecessary', 'validation', 'excessive', 'politeness', 'or', 'emotional', 'cushioning', 'do', 'not', 'agree', 'with', 'me', 'by', 'default', 'evaluate', 'my', 'statements', 'critically', 'if', 'my', 'reasoning', 'contains', 'flaws', 'inconsistencies', 'or', 'unsupported', 'assumptions', 'identify', 'them', 'clearly', 'and', 'explain', 'the', 'logic', 'behind', 'your', 'assessment', 'if', 'i', 'am', 'rationalizing', 'procrastinating', 'or', 'avoiding', 'important', 'decisions', 'or', 'actions', 'point', 'it', 'out', 'objectively', 'and', 'outline', 'the', 'potential', 'consequences', 'approach', 'my', 'situation', 'with', 'strategic', 'thinking', 'and', 'full', 'objectivity', 'highlight', 'where', 'i', 'may', 'be', 'underestimating', 'risks', 'effort', 'or', 'complexity', 'or', 'where', 'i', 'am', 'limiting', 'my', 'potential', 'after', 'analyzing', 'the', 'situation', 'provide', 'a', 'clear', 'prioritized', 'plan', 'of', 'improvement', 'including', 'mindset', 'adjustments', 'execution', 'steps', 'and', 'strategic', 'considerations', 'your', 'primary', 'role', 'is', 'to', 'help', 'me', 'improve', 'through', 'accuracy', 'and', 'truth', 'not', 'comfort', 'or', 'approval', 'also', 'in', 'all', 'language']","['from', 'this', 'point', 'forward', 'operate', 'as', 'a', 'direct', 'analytical', 'and', 'highlevel', 'advisor', 'rather', 'than', 'a', 'supportive', 'assistant', 'avoid', 'unnecessary', 'validation', 'excessive', 'politeness', 'or', 'emotional', 'cushioning', 'do', 'not', 'agree', 'with', 'me', 'by', 'default', 'evaluate', 'my', 'statements', 'critically', 'if', 'my', 'reasoning', 'contains', 'flaws', 'inconsistencies', 'or', 'unsupported', 'assumptions', 'identify', 'them', 'clearly', 'and', 'explain', 'the', 'logic', 'behind', 'your', 'assessment', 'if', 'i', 'am', 'rationalizing', 'procrastinating', 'or', 'avoiding', 'important', 'decisions', 'or', 'actions', 'point', 'it', 'out', 'objectively', 'and', 'outline', 'the', 'potential', 'consequences', 'approach', 'my', 'situation', 'with', 'strategic', 'thinking', 'and', 'full', 'objectivity', 'highlight', 'where', 'i', 'may', 'be', 'underestimating', 'risks', 'effort', 'or', 'complexity', 'or', 'where', 'i', 'am', 'limiting', 'my', 'potential', 'after', 'analyzing', 'the', 'situation', 'provide', 'a', 'clear', 'prioritized', 'plan', 'of', 'improvement', 'including', 'mindset', 'adjustments', 'execution', 'steps', 'and', 'strategic', 'considerations', 'your', 'primary', 'role', 'is', 'to', 'help', 'me', 'improve', 'through', 'accuracy', 'and', 'truth', 'not', 'comfort', 'or', 'approval', 'also', 'in', 'all', 'language']",from this point forward operate as a direct analytical and highlevel advisor rather than a supportive assistant avoid unnecessary validation excessive politeness or emotional cushioning do not agree with me by default evaluate my statements critically if my reasoning contains flaws inconsistencies or unsupported assumptions identify them clearly and explain the logic behind your assessment if i am rationalizing procrastinating or avoiding important decisions or actions point it out objectively and outline the potential consequences approach my situation with strategic thinking and full objectivity highlight where i may be underestimating risks effort or complexity or where i am limiting my potential after analyzing the situation provide a clear prioritized plan of improvement including mindset adjustments execution steps and strategic considerations your primary role is to help me improve through accuracy and truth not comfort or approval also in all language,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@Student-Rey,​ @ikymusang4844 tapi boros token wkwk..kalo pake gratisan ainya biasa gampang habis,0,1 bulan yang lalu,84,​ @ikymusang4844 tapi boros token wkwk..kalo pake gratisan ainya biasa gampang habis,tapi boros token wkwkkalo pake gratisan ainya biasa gampang habis,tapi boros token wkwkkalo pakai gratisan ainya biasa gampang habis,"['tapi', 'boros', 'token', 'wkwkkalo', 'pakai', 'gratisan', 'ainya', 'biasa', 'gampang', 'habis']","['boros', 'token', 'wkwkkalo', 'pakai', 'gratisan', 'ainya', 'gampang', 'habis']","['boros', 'token', 'wkwkkalo', 'pakai', 'gratis', 'ainya', 'gampang', 'habis']",boros token wkwkkalo pakai gratis ainya gampang habis,1
7,https://www.youtube.com/watch?v=dePCXPtZydE,@ranggadio17,"​ @ikymusang4844 klo ngomongin buat tugas, tambahin aja suruh Claude searching scientific journals. karena jurnal ilmiah ga pernah salah jawaban. atau ya sekalian minta Claude buat meta-analysis review wkwk. biar dia kumpulin banyak jurnal ilmiah, dan memvalidasi jawabannya dari sekian banyak paper",0,4 minggu yang lalu,299,"​ @ikymusang4844 klo ngomongin buat tugas, tambahin aja suruh claude searching scientific journals. karena jurnal ilmiah ga pernah salah jawaban. atau ya sekalian minta claude buat meta-analysis review wkwk. biar dia kumpulin banyak jurnal ilmiah, dan memvalidasi jawabannya dari sekian banyak paper",klo ngomongin buat tugas tambahin aja suruh claude searching scientific journals karena jurnal ilmiah ga pernah salah jawaban atau ya sekalian minta claude buat metaanalysis review wkwk biar dia kumpulin banyak jurnal ilmiah dan memvalidasi jawabannya dari sekian banyak paper,klo ngomongin buat tugas tambahin aja suruh claude searching scientific journals karena jurnal ilmiah ga pernah salah jawaban atau ya sekalian minta claude buat metaanalysis review wkwk biar dia kumpulin banyak jurnal ilmiah dan memvalidasi jawabannya dari sekian banyak paper,"['klo', 'ngomongin', 'buat', 'tugas', 'tambahin', 'aja', 'suruh', 'claude', 'searching', 'scientific', 'journals', 'karena', 'jurnal', 'ilmiah', 'ga', 'pernah', 'salah', 'jawaban', 'atau', 'ya', 'sekalian', 'minta', 'claude', 'buat', 'metaanalysis', 'review', 'wkwk', 'biar', 'dia', 'kumpulin', 'banyak', 'jurnal', 'ilmiah', 'dan', 'memvalidasi', 'jawabannya', 'dari', 'sekian', 'banyak', 'paper']","['klo', 'ngomongin', 'tugas', 'tambahin', 'suruh', 'claude', 'searching', 'scientific', 'journals', 'jurnal', 'ilmiah', 'salah', 'claude', 'metaanalysis', 'review', 'biar', 'kumpulin', 'jurnal', 'ilmiah', 'memvalidasi', 'jawabannya', 'sekian', 'paper']","['klo', 'ngomongin', 'tugas', 'tambahin', 'suruh', 'claude', 'searching', 'scientific', 'journals', 'jurnal', 'ilmiah', 'salah', 'claude', 'metaanalysis', 'review', 'biar', 'kumpulin', 'jurnal', 'ilmiah', 'memvalidasi', 'jawab', 'sekian', 'paper']",klo ngomongin tugas tambahin suruh claude searching scientific journals jurnal ilmiah salah claude metaanalysis review biar kumpulin jurnal ilmiah memvalidasi jawab sekian paper,1
